gps,band,freq,slope_h1,slope_l1,err_h1,err_l1,res_h1,res_l1,diff,match
1389416448,180-195,180.00055555555556,-2.186666666671265,-0.053333333335518256,1.2624725886263424,0.30792014356415365,0.01073754741801711,0.0026189140043967048,2.133333333335747,False
1389416448,180-195,180.00083333333333,-2.186666666671265,-0.053333333335518256,1.2624725886263424,0.30792014356415365,0.01073754741801711,0.0026189140043967048,2.133333333335747,False
1389416448,180-195,180.00111111111113,-2.186666666671265,-0.053333333335518256,1.2624725886263424,0.30792014356415365,0.01073754741801711,0.0026189140043967048,2.133333333335747,False
1389416448,180-195,180.00138888888887,-2.186666666671265,-0.053333333335518256,1.2624725886263424,0.30792014356415365,0.01073754741801711,0.0026189140043967048,2.133333333335747,False
1389416448,180-195,180.0013888888889,-2.186666666671265,-0.053333333335518256,1.2624725886263424,0.30792014356415365,0.01073754741801711,0.0026189140043967048,2.133333333335747,False
1389416448,180-195,180.00166666666667,-2.186666666671265,-0.053333333335518256,1.2624725886263424,0.30792014356415365,0.01073754741801711,0.0026189140043967048,2.133333333335747,False
1389416448,180-195,180.00194444444443,-2.186666666671265,-0.053333333335518256,1.2624725886263424,0.30792014356415365,0.01073754741801711,0.0026189140043967048,2.133333333335747,False
1389416448,180-195,180.00194444444446,-2.186666666671265,-0.053333333335518256,1.2624725886263424,0.30792014356415365,0.01073754741801711,0.0026189140043967048,2.133333333335747,False
1389416448,180-195,180.0022222222222,-2.186666666671265,-0.053333333335518256,1.2624725886263424,0.30792014356415365,0.01073754741801711,0.0026189140043967048,2.133333333335747,False
1389416448,180-195,180.00222222222223,-2.186666666671265,-0.053333333335518256,1.2624725886263424,0.30792014356415365,0.01073754741801711,0.0026189140043967048,2.133333333335747,False
1389416448,180-195,180.0025,-2.186666666671265,-0.053333333335518256,1.2624725886263424,0.30792014356415365,0.01073754741801711,0.0026189140043967048,2.133333333335747,False
